Data,Nome Natureza,Entrada,Saida
1/2/2023,ADIANTAMENTO DE CLIENTES,1600,
1/4/2023,ADIANTAMENTO DE CLIENTES,2300,
1/5/2023,MARKETING DIRETO,1450,
1/5/2023,ADIANT DE LUCRO - MATEUS MACI,,50
1/5/2023,CONSULTORIA,,1450
1/6/2023,SERVICOS DE PUBLICIDADE E PROP,,2214
1/6/2023,SERVICOS DE PUBLICIDADE E PROP,,2485
1/6/2023,SERVICOS DE PUBLICIDADE E PROP,,1972
1/6/2023,SERVICOS DE PUBLICIDADE E PROP,,1272
1/6/2023,SERVICOS DE PUBLICIDADE E PROP,,2357
1/6/2023,SERVICOS DE PUBLICIDADE E PROP,,2357
1/6/2023,SERVICOS DE PUBLICIDADE E PROP,,2344
1/6/2023,SERVICOS DE PUBLICIDADE E PROP,,2386
1/9/2023,PAGAMENTOS DIVERSOS,,12
1/10/2023,CONDOMINIO,,570
1/10/2023,ALUGUEL DE IMOVEIS,,600
1/10/2023,ADIANT DE LUCRO - CARLOS HENR,,1000
1/10/2023,ADIANT DE LUCRO - MATEUS MACI,,1000
1/10/2023,ADIANT DE LUCRO - MANOEL VIRG,,1000
1/10/2023,ADIANT DE LUCRO - CARLOS HENR,1000,
1/10/2023,ADIANT DE LUCRO - MATEUS MACI,1000,
1/10/2023,ADIANT DE LUCRO - MANOEL VIRG,1000,
1/10/2023,PRO LABORE,,3000
1/12/2023,ADIANTAMENTO DE CLIENTES,1000,
1/16/2023,MARKETING DIRETO,1600,
1/18/2023,ADIANTAMENTO DE CLIENTES,1300,
1/20/2023,INSS SOBRE PRO LABORE,,400
1/23/2023,PRO LABORE,,236
1/23/2023,ADIANT DE LUCRO - CARLOS HENR,,164
1/23/2023,PAGAMENTOS DIVERSOS,,99
1/23/2023,ADIANT DE LUCRO - CARLOS HENR,,50
1/23/2023,ADIANT DE LUCRO - CARLOS HENR,,183
1/23/2023,ADIANT DE LUCRO - MATEUS MACI,,183
1/23/2023,ADIANT DE LUCRO - MANOEL VIRG,,183
1/23/2023,ADIANT DE LUCRO - CARLOS HENR,,33
1/23/2023,ADIANT DE LUCRO - MATEUS MACI,,33
1/23/2023,ADIANT DE LUCRO - MANOEL VIRG,,33
1/23/2023,ADIANT DE LUCRO - CARLOS HENR,,0
1/23/2023,ADIANT DE LUCRO - CARLOS HENR,164,
1/23/2023,ADIANT DE LUCRO - MATEUS MACI,183,
1/23/2023,ADIANT DE LUCRO - MANOEL VIRG,183,
1/23/2023,ADIANT DE LUCRO - CARLOS HENR,,5
1/23/2023,ADIANT DE LUCRO - MATEUS MACI,,25
1/23/2023,ADIANT DE LUCRO - MANOEL VIRG,,25
1/24/2023,PAGAMENTOS DIVERSOS,,66
1/24/2023,ADIANTAMENTO DE CLIENTES,2100,
1/25/2023,ADIANTAMENTO DE CLIENTES,1300,
1/25/2023,ADIANTAMENTO DE CLIENTES,,1300
1/25/2023,MARKETING DIRETO,1300,
1/25/2023,DOACOES E CONTRIBUICOES,,6
1/25/2023,ADIANTAMENTO DE CLIENTES,3200,
1/25/2023,ADIANTAMENTO DE CLIENTES,1000,
1/25/2023,ADIANTAMENTO DE CLIENTES,2000,
1/26/2023,ADIANT DE LUCRO - MATEUS MACI,,4042
1/26/2023,ADIANT DE LUCRO - CARLOS HENR,,1000
1/26/2023,ADIANT DE LUCRO - MATEUS MACI,,1000
1/26/2023,ADIANT DE LUCRO - MANOEL VIRG,,1000
1/26/2023,ADIANT DE LUCRO - CARLOS HENR,1000,
1/26/2023,ADIANT DE LUCRO - MATEUS MACI,1000,
1/26/2023,ADIANT DE LUCRO - MANOEL VIRG,1000,
1/27/2023,ADIANT DE LUCRO - MATEUS MACI,,40
1/27/2023,TELEFONIA  MOVEL,,141
1/30/2023,PAGAMENTOS DIVERSOS,,50
1/30/2023,ADIANTAMENTO DE CLIENTES,2300,
1/30/2023,ADIANTAMENTO DE CLIENTES,1000,
1/30/2023,PRO LABORE,,3476
1/31/2023,MARKETING DIRETO,2000,
2/1/2023,ADIANTAMENTO DE CLIENTES,1600,
2/2/2023,ADIANT DE LUCRO - CARLOS HENR,,1000
2/2/2023,ADIANT DE LUCRO - MATEUS MACI,,1000
2/2/2023,ADIANT DE LUCRO - CARLOS HENR,1000,
2/2/2023,ADIANT DE LUCRO - CARLOS HENR,,241
2/2/2023,ADIANT DE LUCRO - MATEUS MACI,1000,
2/2/2023,ADIANT DE LUCRO - MATEUS MACI,,591
2/2/2023,ADIANT DE LUCRO - MANOEL VIRG,,341
2/2/2023,ADIANT DE LUCRO - MATEUS MACI,,3476
2/3/2023,TELEFONIA  MOVEL,,143
2/3/2023,MARKETING DIRETO,1650,
2/6/2023,PAGAMENTOS DIVERSOS,,10
2/6/2023,ADIANT DE LUCRO - CARLOS HENR,,72
2/6/2023,CONSULTORIA,,1560
2/7/2023,APORTES,10000,
2/7/2023,SERVICOS DE PUBLICIDADE E PROP,,1939
2/7/2023,SERVICOS DE PUBLICIDADE E PROP,,1939
2/7/2023,SERVICOS DE PUBLICIDADE E PROP,,1239
2/7/2023,SERVICOS DE PUBLICIDADE E PROP,,2140
2/7/2023,SERVICOS DE PUBLICIDADE E PROP,,2074
2/7/2023,SERVICOS DE PUBLICIDADE E PROP,,1864
2/7/2023,SERVICOS DE PUBLICIDADE E PROP,,2279
2/7/2023,SERVICOS DE PUBLICIDADE E PROP,,2279
2/7/2023,SERVICOS DE PUBLICIDADE E PROP,2279,
2/7/2023,SERVICOS DE PUBLICIDADE E PROP,,2279
2/7/2023,SERVICOS DE PUBLICIDADE E PROP,2140,
2/7/2023,SERVICOS DE PUBLICIDADE E PROP,,2140
2/9/2023,ADIANT DE LUCRO - MATEUS MACI,,66
2/10/2023,CONDOMINIO,,570
2/10/2023,IPTU IMP PREDIAL TERRIT URBANO,,118
2/10/2023,TELEFONIA  MOVEL,,83
2/10/2023,ADIANT DE LUCRO - MATEUS MACI,,3504
2/10/2023,ALUGUEL DE IMOVEIS,,600
2/10/2023,CIM CADASTRO INSCRICAO MUNICIP,,932
2/10/2023,ALUGUEL DE IMOVEIS,,600
2/10/2023,CIM CADASTRO INSCRICAO MUNICIP,,932
2/10/2023,ADIANT DE LUCRO - MATEUS MACI,,45
2/10/2023,ADIANTAMENTO DE CLIENTES,1000,
2/10/2023,ADIANT DE LUCRO - MATEUS MACI,3504,
2/10/2023,APORTES,3504,
2/13/2023,TELEFONIA  MOVEL,,48
2/14/2023,ADIANT DE LUCRO - MATEUS MACI,,750
2/14/2023,ADIANT DE LUCRO - MATEUS MACI,,41
2/14/2023,ENERGIA ELETRICA,,569
2/14/2023,ADIANT DE LUCRO - MATEUS MACI,750,
2/16/2023,ADIANT DE LUCRO - CARLOS HENR,,40
2/22/2023,ADIANTAMENTO DE CLIENTES,1300,
2/23/2023,ADIANT DE LUCRO - MANOEL VIRG,,1500
2/23/2023,MARKETING DIRETO,1263,
2/23/2023,ADIANT DE LUCRO - CARLOS HENR,,400
2/23/2023,MARKETING DIRETO,1512,
2/23/2023,MARKETING DIRETO,4840,
2/23/2023,MARKETING DIRETO,2444,
2/23/2023,MARKETING DIRETO,2444,
2/23/2023,MARKETING DIRETO,4840,
2/23/2023,MARKETING DIRETO,2444,
2/23/2023,MARKETING DIRETO,2444,
2/23/2023,ADIANT DE LUCRO - CARLOS HENR,400,
2/23/2023,ADIANT DE LUCRO - MANOEL VIRG,1500,
2/24/2023,SEGUROS PESSOAIS E EMPRESARIAI,,3095
2/24/2023,ADIANT DE LUCRO - MATEUS MACI,,2334
2/24/2023,ADIANT DE LUCRO - CARLOS HENR,,1000
2/24/2023,ADIANTAMENTO DE CLIENTES,1000,
2/24/2023,ADIANTAMENTO DE CLIENTES,2100,
2/27/2023,ADIANT DE LUCRO - MATEUS MACI,,2000
2/27/2023,ADIANT DE LUCRO - CARLOS HENR,,1000
2/27/2023,ADIANT DE LUCRO - MANOEL VIRG,,3000
2/27/2023,SEGUROS PESSOAIS E EMPRESARIAI,,438
2/27/2023,ENERGIA ELETRICA,,386
2/27/2023,ADIANTAMENTO DE CLIENTES,3200,
2/28/2023,SEGUROS PESSOAIS E EMPRESARIAI,,314
2/28/2023,MARKETING DIRETO,1650,
2/28/2023,ADIANTAMENTO DE CLIENTES,2000,
2/28/2023,ADIANTAMENTO DE CLIENTES,1000,
2/28/2023,ADIANT DE LUCRO - MATEUS MACI,3476,
2/28/2023,PRO LABORE,,3476
2/28/2023,PRO LABORE,,0
3/3/2023,DOACOES E CONTRIBUICOES,,6
3/3/2023,RECEITA DE JUROS,68,
3/3/2023,ADIANTAMENTO DE CLIENTES,1300,
3/6/2023,CONSULTORIA,,1560
3/6/2023,SERVICOS DE PUBLICIDADE E PROP,,1280
3/6/2023,SERVICOS DE PUBLICIDADE E PROP,,1980
3/6/2023,SERVICOS DE PUBLICIDADE E PROP,,1980
3/6/2023,SERVICOS DE PUBLICIDADE E PROP,,1930
3/6/2023,SERVICOS DE PUBLICIDADE E PROP,,2115
3/6/2023,SERVICOS DE PUBLICIDADE E PROP,,1905
3/6/2023,SERVICOS DE PUBLICIDADE E PROP,,2361
3/6/2023,SERVICOS DE PUBLICIDADE E PROP,,2111
3/8/2023,ADIANT DE LUCRO - CARLOS HENR,,68
3/9/2023,TELEFONIA  MOVEL,,141
3/9/2023,ADIANT DE LUCRO - MANOEL VIRG,,168
3/9/2023,TELEFONIA  MOVEL,,124
3/10/2023,SEGUROS PESSOAIS E EMPRESARIAI,,118
3/10/2023,TELEFONIA  MOVEL,,124
3/10/2023,ADIANT DE LUCRO - CARLOS HENR,,400
3/10/2023,CONDOMINIO,,570
3/10/2023,ADIANTAMENTO DE CLIENTES,2300,
3/10/2023,ADIANTAMENTO DE CLIENTES,1000,
3/10/2023,ADIANT DE LUCRO - CARLOS HENR,400,
3/13/2023,ADIANT DE LUCRO - CARLOS HENR,200,
3/13/2023,ADIANT DE LUCRO - CARLOS HENR,2000,
3/13/2023,ADIANT DE LUCRO - CARLOS HENR,,282
3/13/2023,ADIANT DE LUCRO - CARLOS HENR,,200
3/13/2023,TELEFONIA  MOVEL,,47
3/13/2023,ADIANT DE LUCRO - CARLOS HENR,,2000
3/13/2023,ADIANT DE LUCRO - MATEUS MACI,,2000
3/13/2023,ADIANTAMENTO DE CLIENTES,1300,
3/13/2023,APORTES,700,
3/14/2023,ADIANT DE LUCRO - CARLOS HENR,,400
3/15/2023,ADIANT DE LUCRO - CARLOS HENR,,750
3/17/2023,APLICACAO INTER CDB MAIS,300,
3/17/2023,APLICACAO INTER CDB MAIS,,300
3/21/2023,ADIANT DE LUCRO - CARLOS HENR,,60
3/21/2023,ADIANT DE LUCRO - MATEUS MACI,,2764
3/21/2023,PAGAMENTOS DIVERSOS,,20
3/21/2023,ADIANTAMENTO DE CLIENTES,1400,
3/21/2023,ADIANT DE LUCRO - MATEUS MACI,2764,
3/21/2023,ADIANT DE LUCRO - MATEUS MACI,,1605
3/22/2023,MARKETING DIRETO,4000,
3/23/2023,ADIANT DE LUCRO - CARLOS HENR,,133
3/23/2023,SERVICOS DE PUBLICIDADE E PROP,,743
3/24/2023,ADIANT DE LUCRO - CARLOS HENR,,30
3/24/2023,ADIANT DE LUCRO - CARLOS HENR,,50
3/24/2023,ADIANT DE LUCRO - MANOEL VIRG,,70
3/24/2023,ADIANT DE LUCRO - CARLOS HENR,,50
3/27/2023,ADIANTAMENTO DE CLIENTES,3200,
3/28/2023,MARKETING DIRETO,1265,
3/28/2023,MARKETING DIRETO,1261,
3/28/2023,MARKETING DIRETO,1650,
3/28/2023,ADIANT DE LUCRO - CARLOS HENR,,55
3/28/2023,ADIANT DE LUCRO - CARLOS HENR,,190
3/28/2023,SIMPLES NACIONAL,,1773
3/29/2023,ADIANT DE LUCRO - CARLOS HENR,,20
3/29/2023,PAGAMENTOS DIVERSOS,,100
3/29/2023,PAGAMENTOS DIVERSOS,,239
3/29/2023,ADIANTAMENTO DE CLIENTES,1000,
3/30/2023,INSS SOBRE PRO LABORE,,444
3/30/2023,PRO LABORE,,3476
3/31/2023,SIMPLES NACIONAL,,317
4/3/2023,ADIANT DE LUCRO - CARLOS HENR,,100
4/4/2023,ADIANT DE LUCRO - CARLOS HENR,,150
4/4/2023,ALUGUEL DE IMOVEIS,,600
4/5/2023,CONSULTORIA,,1560
4/6/2023,SERVICOS DE PUBLICIDADE E PROP,,2815
4/6/2023,ADIANTAMENTO DE CLIENTES,1300,
4/6/2023,SERVICOS DE PUBLICIDADE E PROP,2815,
4/6/2023,SERVICOS DE PUBLICIDADE E PROP,,639
4/6/2023,SERVICOS DE PUBLICIDADE E PROP,,2177
4/6/2023,SERVICOS DE PUBLICIDADE E PROP,639,
4/6/2023,SERVICOS DE PUBLICIDADE E PROP,,2139
4/10/2023,ADIANTAMENTO DE CLIENTES,1000,
4/10/2023,MARKETING DIRETO,4000,
4/10/2023,ADIANTAMENTO DE CLIENTES,2000,
4/10/2023,IPTU IMP PREDIAL TERRIT URBANO,,118
4/10/2023,SERVICOS DE PUBLICIDADE E PROP,,100
4/10/2023,SERVICOS DE PUBLICIDADE E PROP,,100
4/10/2023,SERVICOS DE PUBLICIDADE E PROP,,100
4/10/2023,SERVICOS DE PUBLICIDADE E PROP,,100
4/10/2023,SERVICOS DE PUBLICIDADE E PROP,,100
4/10/2023,SERVICOS DE PUBLICIDADE E PROP,,100
4/10/2023,SERVICOS DE PUBLICIDADE E PROP,,100
4/10/2023,CONDOMINIO,,570
4/10/2023,ADIANT DE LUCRO - CARLOS HENR,,400
4/10/2023,ADIANT DE LUCRO - CARLOS HENR,,250
4/10/2023,ADIANT DE LUCRO - MATEUS MACI,,557
4/11/2023,SERVICOS DE PUBLICIDADE E PROP,,1000
4/11/2023,SERVICOS DE PUBLICIDADE E PROP,,1000
4/11/2023,SERVICOS DE PUBLICIDADE E PROP,,800
4/11/2023,SERVICOS DE PUBLICIDADE E PROP,,1000
4/11/2023,SERVICOS DE PUBLICIDADE E PROP,,1000
4/11/2023,SERVICOS DE PUBLICIDADE E PROP,,1000
4/11/2023,ADIANT DE LUCRO - CARLOS HENR,,55
4/11/2023,ADIANT DE LUCRO - MATEUS MACI,,1000
4/11/2023,PAGAMENTOS DIVERSOS,,141
4/11/2023,SERVICOS DE PUBLICIDADE E PROP,,1000
4/13/2023,ADIANT DE LUCRO - CARLOS HENR,,500
4/14/2023,APLICACAO ITAU AUTO MAIS,967,
4/14/2023,APLICACAO ITAU AUTO MAIS,,967
4/14/2023,ADIANTAMENTO DE CLIENTES,1500,
4/14/2023,ADIANTAMENTO DE CLIENTES,1500,
4/14/2023,SERVICOS DE PUBLICIDADE E PROP,,848
4/14/2023,APLICACAO ITAU AUTO MAIS,967,
4/14/2023,APLICACAO ITAU AUTO MAIS,,967
4/17/2023,PAGAMENTOS DIVERSOS,,60
4/17/2023,ALUGUEL DE IMOVEIS,,200
4/18/2023,SERVICOS DE PUBLICIDADE E PROP,,848
4/18/2023,SERVICOS DE PUBLICIDADE E PROP,,1233
4/18/2023,SERVICOS DE PUBLICIDADE E PROP,,700
4/18/2023,ADIANTAMENTO DE CLIENTES,1000,
4/18/2023,RECEITA DE JUROS,50,
4/19/2023,SERVICOS DE PUBLICIDADE E PROP,,774
4/20/2023,MARKETING DIRETO,1261,
4/20/2023,PAGAMENTOS DIVERSOS,,430
4/20/2023,MARKETING DIRETO,7520,
4/20/2023,PAGAMENTOS DIVERSOS,,1875
4/20/2023,SERVICOS DE PUBLICIDADE E PROP,,1500
4/20/2023,SERVICOS DE PUBLICIDADE E PROP,,1195
4/20/2023,SERVICOS DE PUBLICIDADE E PROP,1500,
4/24/2023,ADIANTAMENTO DE CLIENTES,1800,
4/24/2023,MARKETING DIRETO,1900,
4/24/2023,MARKETING DIRETO,500,
4/24/2023,ADIANTAMENTO DE CLIENTES,17012,
4/24/2023,ADIANT DE LUCRO - CARLOS HENR,,4200
4/24/2023,PAGAMENTOS DIVERSOS,,164
4/24/2023,ADIANT DE LUCRO - MATEUS MACI,,3045
4/24/2023,ADIANT DE LUCRO - CARLOS HENR,,300
4/24/2023,TELEFONIA  MOVEL,,54
4/25/2023,ADIANT DE LUCRO - CARLOS HENR,,3000
4/26/2023,APLICACAO ITAU AUTO MAIS,8508,
4/26/2023,APLICACAO ITAU AUTO MAIS,,8508
4/26/2023,ADIANT DE LUCRO - CARLOS HENR,,2000
4/26/2023,ADIANT DE LUCRO - MATEUS MACI,,2000
4/26/2023,ADIANT DE LUCRO - MANOEL VIRG,,2000
4/26/2023,ENTRADAS DE TRANSFERENCIAS,,8518
4/26/2023,APLICACAO ITAU AUTO MAIS,8508,
4/26/2023,ADIANT DE LUCRO - CARLOS HENR,2000,
4/26/2023,ADIANT DE LUCRO - CARLOS HENR,,841
4/26/2023,ADIANT DE LUCRO - MATEUS MACI,2000,
4/26/2023,ADIANT DE LUCRO - MATEUS MACI,,841
4/26/2023,ADIANT DE LUCRO - MANOEL VIRG,2000,
4/26/2023,ADIANT DE LUCRO - MANOEL VIRG,,841
4/26/2023,ENTRADAS DE TRANSFERENCIAS,8518,
4/26/2023,APLICACAO ITAU AUTO MAIS,,8508
4/26/2023,APLICACAO ITAU AUTO MAIS,8508,
4/26/2023,APLICACAO ITAU AUTO MAIS,,8508
4/27/2023,AJUSTE DE RENDIMENTO APLICACAO,0,
4/27/2023,RESGATE ITAU AUTO MAIS,,955
4/27/2023,ADIANTAMENTO DE CLIENTES,3200,
4/27/2023,SERVICOS DE PUBLICIDADE E PROP,,250
4/27/2023,RESGATE ITAU AUTO MAIS,955,
4/27/2023,TELEFONIA  MOVEL,,157
4/27/2023,OUTRAS DESPESAS,,25
4/27/2023,ADIANT DE LUCRO - CARLOS HENR,,500
4/27/2023,SERVICOS DE PUBLICIDADE E PROP,,23
4/28/2023,ADIANTAMENTO DE CLIENTES,2000,
4/28/2023,PAGAMENTOS DIVERSOS,,320
4/28/2023,PRO LABORE,,3476
5/2/2023,APLICACAO ITAU AUTO MAIS,6200,
5/2/2023,LICENCA DE USO,,446
5/2/2023,MARKETING DIRETO,500,
5/2/2023,ENTRADAS DE TRANSFERENCIAS,,2000
5/2/2023,ADIANT DE LUCRO - MATEUS MACI,,753
5/2/2023,ADIANT DE LUCRO - MANOEL VIRG,,485
5/2/2023,SERVICOS DE PUBLICIDADE E PROP,,44
5/2/2023,SERVICOS DE PUBLICIDADE E PROP,,410
5/2/2023,ENTRADAS DE TRANSFERENCIAS,2000,
5/2/2023,MARKETING DIRETO,4200,
5/2/2023,MARKETING DIRETO,,4200
5/2/2023,MARKETING DIRETO,2100,
5/2/2023,MARKETING DIRETO,2100,
5/2/2023,APLICACAO ITAU AUTO MAIS,,6200
5/3/2023,APLICACAO ITAU AUTO MAIS,1650,
5/3/2023,INDENIZACOES RECEBIDAS,1,
5/3/2023,PAGAMENTOS DIVERSOS,,291
5/3/2023,ADIANT DE LUCRO - CARLOS HENR,,500
5/3/2023,MARKETING DIRETO,1650,
5/3/2023,APLICACAO ITAU AUTO MAIS,,1650
5/4/2023,APLICACAO ITAU AUTO MAIS,3000,
5/4/2023,APLICACAO ITAU AUTO MAIS,,3000
5/4/2023,ADIANTAMENTO DE CLIENTES,3000,
5/5/2023,RESGATE ITAU AUTO MAIS,,705
5/5/2023,RESGATE ITAU AUTO MAIS,705,
5/5/2023,MARKETING DIRETO,900,
5/5/2023,CONSULTORIA,,1560
5/5/2023,TARIFAS BANCARIAS,,45
5/8/2023,RESGATE ITAU AUTO MAIS,,12119
5/8/2023,ADIANT DE LUCRO - CARLOS HENR,,252
5/8/2023,MARKETING DIRETO,500,
5/8/2023,ADIANT DE LUCRO - CARLOS HENR,,200
5/8/2023,SERVICOS DE PUBLICIDADE E PROP,,1980
5/8/2023,SERVICOS DE PUBLICIDADE E PROP,,2000
5/8/2023,SERVICOS DE PUBLICIDADE E PROP,,1800
5/8/2023,ADIANTAMENTO DE CLIENTES,1300,
5/8/2023,IPTU IMP PREDIAL TERRIT URBANO,,118
5/8/2023,SERVICOS DE PUBLICIDADE E PROP,,1628
5/8/2023,SERVICOS DE PUBLICIDADE E PROP,,2275
5/8/2023,SERVICOS DE PUBLICIDADE E PROP,,2456
5/8/2023,SERVICOS DE PUBLICIDADE E PROP,,2280
5/8/2023,RESGATE ITAU AUTO MAIS,12119,
5/8/2023,ADIANTAMENTO DE CLIENTES,1000,
5/9/2023,RESGATE ITAU AUTO MAIS,,384
5/9/2023,TELEFONIA  MOVEL,,115
5/9/2023,TELEFONIA  MOVEL,,19
5/9/2023,TARIFAS BANCARIAS,,40
5/9/2023,CONDOMINIO,,570
5/9/2023,ALUGUEL DE IMOVEIS,,600
5/9/2023,ADIANT DE LUCRO - MATEUS MACI,,557
5/9/2023,ADIANTAMENTO DE CLIENTES,1500,
5/9/2023,RESGATE ITAU AUTO MAIS,384,
5/10/2023,RESGATE ITAU AUTO MAIS,,693
5/10/2023,ADIANT DE LUCRO - CARLOS HENR,,366
5/10/2023,TARIFAS BANCARIAS,,243
5/10/2023,RESGATE ITAU AUTO MAIS,693,
5/10/2023,PAGAMENTOS DIVERSOS,,450
5/11/2023,APLICACAO ITAU AUTO MAIS,300,
5/11/2023,APLICACAO ITAU AUTO MAIS,,300
5/11/2023,APLICACAO ITAU AUTO MAIS,300,
5/11/2023,APLICACAO ITAU AUTO MAIS,300,
5/11/2023,APLICACAO ITAU AUTO MAIS,,300
5/11/2023,APLICACAO ITAU AUTO MAIS,,300
5/11/2023,ADIANT DE LUCRO - CARLOS HENR,,2500
5/11/2023,ADIANT DE LUCRO - MATEUS MACI,,2000
5/11/2023,MARKETING DIRETO,800,
5/11/2023,MARKETING DIRETO,4000,
5/11/2023,ADIANT DE LUCRO - CARLOS HENR,2500,
5/11/2023,ADIANT DE LUCRO - CARLOS HENR,,150
5/11/2023,ADIANT DE LUCRO - MATEUS MACI,2000,
5/11/2023,ADIANT DE LUCRO - MATEUS MACI,,825
5/12/2023,APLICACAO ITAU AUTO MAIS,2050,
5/12/2023,RECEITA DE JUROS,50,
5/12/2023,APLICACAO ITAU AUTO MAIS,,2050
5/12/2023,ADIANTAMENTO DE CLIENTES,,1000
5/12/2023,ADIANTAMENTO DE CLIENTES,1000,
5/12/2023,ADIANTAMENTO DE CLIENTES,1000,
5/12/2023,ADIANTAMENTO DE CLIENTES,1000,
5/15/2023,RESGATE ITAU AUTO MAIS,,4391
5/15/2023,MARKETING DIRETO,500,
5/15/2023,TARIFAS BANCARIAS,,234
5/15/2023,ADIANT DE LUCRO - MANOEL VIRG,,3000
5/15/2023,TELEFONIA  MOVEL,,158
5/15/2023,ADIANT DE LUCRO - CARLOS HENR,,1000
5/15/2023,RESGATE ITAU AUTO MAIS,4391,
5/16/2023,APLICACAO ITAU AUTO MAIS,4674,
5/16/2023,APLICACAO ITAU AUTO MAIS,,4674
5/16/2023,LICENCA DE USO,,26
5/16/2023,ADIANTAMENTO DE CLIENTES,1500,
5/16/2023,ADIANTAMENTO DE CLIENTES,500,
5/16/2023,ADIANTAMENTO DE CLIENTES,2700,
5/17/2023,RESGATE ITAU AUTO MAIS,,22
5/17/2023,ADIANT DE LUCRO - CARLOS HENR,,270
5/17/2023,TARIFAS BANCARIAS,,22
5/17/2023,RESGATE ITAU AUTO MAIS,22,
5/18/2023,RESGATE ITAU AUTO MAIS,,3400
5/18/2023,RESGATE ITAU AUTO MAIS,3400,
5/18/2023,ADIANT DE LUCRO - MATEUS MACI,,1000
5/18/2023,ADIANT DE LUCRO - MANOEL VIRG,,1000
5/18/2023,ADIANT DE LUCRO - CARLOS HENR,,1000
5/18/2023,ADIANT DE LUCRO - MATEUS MACI,,400
5/19/2023,RESGATE ITAU AUTO MAIS,,483
5/19/2023,PAGAMENTOS DIVERSOS,,11
5/19/2023,INSS SOBRE PRO LABORE,,430
5/19/2023,RESGATE ITAU AUTO MAIS,483,
5/19/2023,TELEFONIA  MOVEL,,53
5/22/2023,APLICACAO ITAU AUTO MAIS,2100,
5/22/2023,MARKETING DIRETO,,100
5/22/2023,APLICACAO ITAU AUTO MAIS,,2100
5/22/2023,MARKETING DIRETO,2100,
5/23/2023,APLICACAO ITAU AUTO MAIS,666,
5/23/2023,ADIANT DE LUCRO - CARLOS HENR,,119
5/23/2023,ADIANT DE LUCRO - CARLOS HENR,,234
5/23/2023,APLICACAO ITAU AUTO MAIS,,666
5/23/2023,MARKETING DIRETO,900,
5/23/2023,ADIANTAMENTO DE CLIENTES,3642,
5/24/2023,APLICACAO ITAU AUTO MAIS,674,
5/24/2023,APLICACAO ITAU AUTO MAIS,,674
5/24/2023,ADIANT DE LUCRO - MATEUS MACI,,2328
5/24/2023,ADIANT DE LUCRO - CARLOS HENR,,600
5/24/2023,TARIFAS BANCARIAS,,40
5/25/2023,RESGATE ITAU AUTO MAIS,,27
5/25/2023,RESGATE ITAU AUTO MAIS,27,
5/25/2023,TARIFAS BANCARIAS,,27
5/26/2023,APLICACAO ITAU AUTO MAIS,3150,
5/26/2023,"PORTAIS, PROVEDORES DE CONTEÚD",1000,
5/26/2023,ADIANTAMENTO DE CLIENTES,1000,
5/26/2023,APLICACAO ITAU AUTO MAIS,,3150
5/26/2023,ADIANT DE LUCRO - CARLOS HENR,,200
5/26/2023,ADIANT DE LUCRO - MATEUS MACI,,850
5/26/2023,ADIANTAMENTO DE CLIENTES,3200,
5/26/2023,ADIANTAMENTO DE CLIENTES,1000,
5/29/2023,RESGATE ITAU AUTO MAIS,,40
5/29/2023,ADIANTAMENTO DE CLIENTES,1800,
5/29/2023,PAGAMENTOS DIVERSOS,,20
5/29/2023,SERVICOS DE PUBLICIDADE E PROP,,600
5/29/2023,TARIFAS BANCARIAS,,40
5/29/2023,RESGATE ITAU AUTO MAIS,40,
5/30/2023,APLICACAO ITAU AUTO MAIS,1834,
5/30/2023,AJUSTE DE RENDIMENTO APLICACAO,0,
5/30/2023,ADIANT DE LUCRO - CARLOS HENR,,250
5/30/2023,ADIANT DE LUCRO - CARLOS HENR,,100
5/30/2023,ADIANT DE LUCRO - CARLOS HENR,,100
5/30/2023,TARIFAS BANCARIAS,,566
5/30/2023,ADIANTAMENTO DE CLIENTES,500,
5/30/2023,ADIANTAMENTO DE CLIENTES,1900,
5/30/2023,APLICACAO ITAU AUTO MAIS,,1834
5/31/2023,RENDIMENTO DE APLICACOES FINAN,1,
5/31/2023,IOF,,1
5/31/2023,IRRF APLICACAO FINANCEIRA,,0
5/31/2023,RENDIMENTO DE APLICACOES FINAN,,0
5/31/2023,RESGATE ITAU AUTO MAIS,,923
5/31/2023,RESGATE ITAU AUTO MAIS,923,
5/31/2023,RENDIMENTO DE APLICACOES FINAN,0,
5/31/2023,ADIANT DE LUCRO - MATEUS MACI,,1800
5/31/2023,SIMPLES NACIONAL,,323
5/31/2023,MARKETING DIRETO,1200,
5/31/2023,PRO LABORE,,3524
6/1/2023,APLICACAO ITAU AUTO MAIS,2175,
6/1/2023,PAGAMENTOS DIVERSOS,,286
6/1/2023,SERVICO DE DIVULGACAO,,200
6/1/2023,LICENCA DE USO,,495
6/1/2023,ADIANTAMENTO DE CLIENTES,,500
6/1/2023,ADIANTAMENTO DE CLIENTES,500,
6/1/2023,RECEITA DE JUROS,25,
6/1/2023,APLICACAO ITAU AUTO MAIS,,2175
6/1/2023,ADIANTAMENTO DE CLIENTES,500,
6/1/2023,MARKETING DIRETO,1650,
6/2/2023,RESGATE ITAU AUTO MAIS,,204
6/2/2023,ADIANT DE LUCRO - CARLOS HENR,,100
6/2/2023,ADIANT DE LUCRO - CARLOS HENR,,649
6/2/2023,RESGATE ITAU AUTO MAIS,204,
6/2/2023,TARIFAS BANCARIAS,,204
6/5/2023,RESGATE ITAU AUTO MAIS,,1660
